doc_key,chunk_index,entities,latency,input_tokens,output_tokens,processed_entities
0,10,Jeroen Karel; Abila; Protectors of Kronos; Kronos; Minister of Health; July 1999; Cesare Nespola; POK; Alliance Stage,1.4865241050720217,702,38,Jeroen Karel; Abila; Protectors of Kronos; Kronos; Minister of Health; July 1999; Cesare Nespola; POK; Alliance Stage
0,11,POK; Minister of Health; GAStech; Hank Fluss; Kronos government; March 2001; Government of Kronos Assembly; Minister Nespola; June 2001; Elodis; August 2001; GAStech fields,2.0247156620025635,716,53,POK; Minister of Health; GAStech; Hank Fluss; Kronos government; March 2001; Government of Kronos Assembly; Minister Nespola; June 2001; Elodis; August 2001; GAStech fields
0,12,POK; Elian Karel; Jeroen; August; Henk Bodrogi; Elodisians; August 2001,1.3136377334594729,721,29,POK; Elian Karel; Jeroen; August; Henk Bodrogi; Elodisians; August 2001
0,13,October 2001; Henk Bodrogi; POK; Elian Karel; GAStech; Kronos; Protectors of Kronos,1.179521083831787,675,31,October 2001; Henk Bodrogi; POK; Elian Karel; GAStech; Kronos; Protectors of Kronos
1,0,Fredrick N. Wagner; Westley B. Andrews; January 2009; Protectors of Kronos; POK; Tiskele Bend gas fields; Elian Karel; 200-300; 1997-2001; Elodis; 25 km; Abila; Kronos; Tiskele River,2.3155033588409424,716,68,Fredrick N. Wagner; Westley B. Andrews; January 2009; Protectors of Kronos; POK; Tiskele Bend gas fields; Elian Karel; 200-300; 1997-2001; Elodis; 25 km; Abila; Kronos; Tiskele River
1,1,1997; Elodis; Elodis City Council; Kronos; Henk Bodrogi; ethylene glycol,1.1407175064086914,675,26,1997; Elodis; Elodis City Council; Kronos; Henk Bodrogi; ethylene glycol
1,2,Bodrogi; Kronosian military; Carmine Osvaldo; Elodis Chamber of Commerce; Kronosian government; Kronos; Protectors of Kronos; Wellness for All (WFA),1.8749184608459477,714,44,Bodrogi; Kronosian military; Carmine Osvaldo; Elodis Chamber of Commerce; Kronosian government; Kronos; Protectors of Kronos; Wellness for All (WFA)
1,3,WFA; Tiskele River; Tiskele Bend; Hyper Acidic Substrate Removal; GAStech; POK; Bodrogi; Osvaldo; Jeroen Karel; Elian Karel; Hank Fluss,1.945650577545166,689,49,WFA; Tiskele River; Tiskele Bend; Hyper Acidic Substrate Removal; GAStech; POK; Bodrogi; Osvaldo; Jeroen Karel; Elian Karel; Hank Fluss
1,4,"Fluss; GAStech; Sten Sanjorge, Jr.; Tiskele Bend fields; WFA; Osvaldo; POK; Abila; Bodrogi; Minister of Health; Cesare Nespola; July 1999; March 2001",2.2330996990203857,713,57,"Fluss; GAStech; Sten Sanjorge, Jr.; Tiskele Bend fields; WFA; Osvaldo; POK; Abila; Bodrogi; Minister of Health; Cesare Nespola; July 1999; March 2001"
1,5,March 2001; Nespola; Vincent Kapelou; President Kapelou; POK; General Assembly; Tiskele River; Tiskele Bend; August 2001; Henk Bodrogi; Elian Karel,1.916412353515625,708,50,March 2001; Nespola; Vincent Kapelou; President Kapelou; POK; General Assembly; Tiskele River; Tiskele Bend; August 2001; Henk Bodrogi; Elian Karel
1,6,Bodrogi; Elian Karel; Henk; POK; Elodis; A Time of Peaceful Engagement and Recruitment; 2002-2004; Abila; the capitol city,2.684537887573242,692,43,Bodrogi; Elian Karel; Henk; POK; Elodis; A Time of Peaceful Engagement and Recruitment; 2002-2004; Abila; the capitol city
1,7,POK; Karel; Activism and Protest; 2005-2008; Tiskele River; 2005,1.1081600189208984,694,26,POK; Karel; Activism and Protest; 2005-2008; Tiskele River; 2005
1,8,POK; Karel; Three Possible Futures; 2009; Social movements; The central agency of opposition; new wave activists; mainstream political forces,1.4541692733764648,699,30,POK; Karel; Three Possible Futures; 2009; Social movements; The central agency of opposition; new wave activists; mainstream political forces
1,9,No entities detected.,0.4811992645263672,675,4,No entities detected.
1,10,POK; Elian Karel; Kronosian government; social movement,0.7682695388793945,694,15,POK; Elian Karel; Kronosian government; social movement
1,11,POK; Elian Karel; 2001,0.8776795864105225,698,11,POK; Elian Karel; 2001
1,12,Elian Karel; POK; Silvia Marek; Mandor Vann; Isia; Juliana Vann; Dominant POK Personalities; 2009,2.10460901260376,724,36,Elian Karel; POK; Silvia Marek; Mandor Vann; Isia; Juliana Vann; Dominant POK Personalities; 2009
1,13,POK; Karel; Kronos; General Assembly; Silvia Marek; Save Our Wildlands; University of Abila; 1998; Elian Karel; 2005; Tiskele Bend fields; Abila,1.7850022315979004,710,48,POK; Karel; Kronos; General Assembly; Silvia Marek; Save Our Wildlands; University of Abila; 1998; Elian Karel; 2005; Tiskele Bend fields; Abila
1,14,Mandor Vann; Isia; Juliana Vann; POK; Kronos military; 2004; Kronosian embassies; Tethys; Asteria; Isia Vann; Elodis; Tiskele River; 1998; Tiskele Bend,2.372541666030884,744,61,Mandor Vann; Isia; Juliana Vann; POK; Kronos military; 2004; Kronosian embassies; Tethys; Asteria; Isia Vann; Elodis; Tiskele River; 1998; Tiskele Bend
1,15,Lucio Jakab; Save Our Wildlands; University of Abila; 1998; Elian Karel; POK; 2005; Kronos; Lorenzo Di Stefano; environmental science; agrarian lifestyle,1.9943413734436035,708,45,Lucio Jakab; Save Our Wildlands; University of Abila; 1998; Elian Karel; POK; 2005; Kronos; Lorenzo Di Stefano; environmental science; agrarian lifestyle
1,16,Di Stefano; Hyper Acidic Substrate Removal; HASR; Kronosian,0.9768781661987304,561,17,Di Stefano; Hyper Acidic Substrate Removal; HASR; Kronosian
2,0,All News Today; POK; 2005/04/06; ELODIS; Kronos; Protectors of Kronos; Kronos federal police; Tiskele Bend GAStech; This is Our Land; Songs of the Farmer; The Weavers of our Homeland,2.248570680618286,662,57,All News Today; POK; 2005/04/06; ELODIS; Kronos; Protectors of Kronos; Kronos federal police; Tiskele Bend GAStech; This is Our Land; Songs of the Farmer; The Weavers of our Homeland
3,0,All News Today; 2012/04/09; ABILA; Kronos; Silvia Marek; Protectors of Kronos,1.4627468585968018,658,28,All News Today; 2012/04/09; ABILA; Kronos; Silvia Marek; Protectors of Kronos
4,0,All News Today; 1993/02/02; ABILA; Kronos; President Luis Araullo; Minister of the Interior Tomas Sarto,1.2323589324951172,679,30,All News Today; 1993/02/02; ABILA; Kronos; President Luis Araullo; Minister of the Interior Tomas Sarto
5,0,All News Today; ELODIS; KRONOS; Petrus Gerhard; 1998/03/20; Homeland Illumination; Tiskele River; Elodis; People of Kronos; Pondo Reese; Elodis Weekly Journal; Tiskele Bend,1.9753286838531492,742,57,All News Today; ELODIS; KRONOS; Petrus Gerhard; 1998/03/20; Homeland Illumination; Tiskele River; Elodis; People of Kronos; Pondo Reese; Elodis Weekly Journal; Tiskele Bend
5,1,'94; GAStech International; Sten Sanjorge Jr; Tethys; 1961; GAStech; Sten Sanjorge Sr; Hank Fluss; Sanjorge Sr; Elodis; 6500,2.227022409439087,731,50,'94; GAStech International; Sten Sanjorge Jr; Tethys; 1961; GAStech; Sten Sanjorge Sr; Hank Fluss; Sanjorge Sr; Elodis; 6500
5,2,Elodis; Reese; GAStech; Henk Bodrogi; Osvaldo hardware store,0.9239165782928468,657,21,Elodis; Reese; GAStech; Henk Bodrogi; Osvaldo hardware store
6,0,All News Today; ELODIS; KRONOS; 1998/05/15; Elodis Weekly Journal; Pondo Resses; Kronos; Reese; Henk Bodrogi; interior; justice; foreign affairs; health,1.8024389743804927,725,50,All News Today; ELODIS; KRONOS; 1998/05/15; Elodis Weekly Journal; Pondo Resses; Kronos; Reese; Henk Bodrogi; interior; justice; foreign affairs; health
6,1,Ministry of Health; Reese; Wellness For All,0.8489995002746582,628,10,Ministry of Health; Reese; Wellness For All
7,0,All News Today; ELODIS PUBLIC HEALTH FACT SHEET 2004; 2004/05/29; ELODIS; Kronos; Elodis Community Health Center; Wellness for All; 1998; Elodis municipal website,2.1901371479034424,596,51,All News Today; ELODIS PUBLIC HEALTH FACT SHEET 2004; 2004/05/29; ELODIS; Kronos; Elodis Community Health Center; Wellness for All; 1998; Elodis municipal website
8,0,All News Today; WHO BRINGS A GUN TO A SIT IN?; 2013/06/21; ABILA; Kronos; June 19th; Protectors of Kronos; Kronos government; Tiskele River; Elodis; POK; Abila Police,2.0067570209503174,730,61,All News Today; WHO BRINGS A GUN TO A SIT IN?; 2013/06/21; ABILA; Kronos; June 19th; Protectors of Kronos; Kronos government; Tiskele River; Elodis; POK; Abila Police
8,1,Juliana Vann; 1998; Kronos; benzene,0.7865743637084961,615,14,Juliana Vann; 1998; Kronos; benzene
9,0,All News Today; 2001/03/22; Abila; Kronos; Minister of Health; Cesare Nespola; General Assembly; Protectors of Kronos; Elodis; Henk Bodrogi; Homeland Illumination,1.9739868640899656,692,50,All News Today; 2001/03/22; Abila; Kronos; Minister of Health; Cesare Nespola; General Assembly; Protectors of Kronos; Elodis; Henk Bodrogi; Homeland Illumination
10,0,All News Today; POK; Kronos; 1998/11/15; ABILA; Protectors of Kronos; Cesare Nespola; Minister of Health; Elodis; 1990s; 1997,2.459368228912353,683,49,All News Today; POK; Kronos; 1998/11/15; ABILA; Protectors of Kronos; Cesare Nespola; Minister of Health; Elodis; 1990s; 1997
11,0,"All News Today; ELIAN KAREL; KRONOS JAIL; 2009/06/20; ABILA, Kronos; Elian Karel; Abila City Prison; Protectors of Kronos; March 12; Elodis; POK mission",2.449937343597412,736,57,"All News Today; ELIAN KAREL; KRONOS JAIL; 2009/06/20; ABILA, Kronos; Elian Karel; Abila City Prison; Protectors of Kronos; March 12; Elodis; POK mission"
11,1,Karel; Elodis; POK mission; Juliana Vann; 1998; Tethyn; GAStech; President's office; Minister of Justice; Chief of Police,1.6390278339385986,601,39,Karel; Elodis; POK mission; Juliana Vann; 1998; Tethyn; GAStech; President's office; Minister of Justice; Chief of Police
12,0,All News Today; GASTECH; ELODIS; Kronos; Elodis Primary School; Adian Koppolis; Marcellus Edris; Valeria; Celia; GAStech; 2007/03/21,2.007553100585937,721,50,All News Today; GASTECH; ELODIS; Kronos; Elodis Primary School; Adian Koppolis; Marcellus Edris; Valeria; Celia; GAStech; 2007/03/21
13,0,All News Today; MINISTER OF HEALTH TO PROPOSE SOLUTION TO TOWN POISONING; 1999/07/08; ABILA; Kronos; Cesare Nespola; Protectors of Kronos; POK; Carmine Osvaldo; Juliana Vann; 1997; Elodis,2.265669107437134,724,66,All News Today; MINISTER OF HEALTH TO PROPOSE SOLUTION TO TOWN POISONING; 1999/07/08; ABILA; Kronos; Cesare Nespola; Protectors of Kronos; POK; Carmine Osvaldo; Juliana Vann; 1997; Elodis
14,0,All News Today; ELODIS PUBLIC HEALTH FACT SHEET; 1998/05/16; ELODIS; Kronos; Wellness for All; Elodis Community Health Center; arsenic; acetic anhydride; benzene; chlorine dioxide,2.1741621494293213,673,54,All News Today; ELODIS PUBLIC HEALTH FACT SHEET; 1998/05/16; ELODIS; Kronos; Wellness for All; Elodis Community Health Center; arsenic; acetic anhydride; benzene; chlorine dioxide
15,0,All News Today; POK; Karel; 2009/03/12; ABILA; Kronos; Elian Karel; President; Protectors of Kronos; Elodis; GAStech,1.9467673301696775,736,44,All News Today; POK; Karel; 2009/03/12; ABILA; Kronos; Elian Karel; President; Protectors of Kronos; Elodis; GAStech
15,1,Karel; Michale Kraft; Saturday; police station,0.6392805576324463,574,11,Karel; Michale Kraft; Saturday; police station
16,0,All News Today; POK; 2012/06/20; ABILA; Kronos; Protectors of Kronos; Elian Karel; 19 June 2009; Silvia Marek; Elodis; Jeroen; Antaura Karel; Juliana Vann; Henk Bodrogi,8.862617015838623,764,67,All News Today; POK; 2012/06/20; ABILA; Kronos; Protectors of Kronos; Elian Karel; 19 June 2009; Silvia Marek; Elodis; Jeroen; Antaura Karel; Juliana Vann; Henk Bodrogi
16,1,Elian; three years ago today; the afternoon; public officials; the police; the assembly; batons; pepper spray,1.4117085933685305,611,25,Elian; three years ago today; the afternoon; public officials; the police; the assembly; batons; pepper spray
17,0,All News Today; 2014/01/19; ABILA; Kronos; GAStech; GAStech-Kronos; Kronos capital building,1.2573318481445312,618,33,All News Today; 2014/01/19; ABILA; Kronos; GAStech; GAStech-Kronos; Kronos capital building
18,0,All News Today; ABILA; Kronos; 2012/09/08; Mestache Vardshvna; Elian Karel; Juliana Vann; Protectors of Kronos; 2009; 1998,2.3683433532714844,749,50,All News Today; ABILA; Kronos; 2012/09/08; Mestache Vardshvna; Elian Karel; Juliana Vann; Protectors of Kronos; 2009; 1998
19,0,"All News Today; Elian Karel; 2011/06/21; ABILA, Kronos; Kraft; Karel; Abila; Elodis; Abila Chief of Police",1.424100637435913,733,40,"All News Today; Elian Karel; 2011/06/21; ABILA, Kronos; Kraft; Karel; Abila; Elodis; Abila Chief of Police"
19,1,Karel; POK; June 19th; Abila Police Station; Elian; Juliana Vann; 1998; benzene,1.7167787551879885,702,30,Karel; POK; June 19th; Abila Police Station; Elian; Juliana Vann; 1998; benzene
19,2,Juliana; Kronos; GAStech; Elian,0.7392256259918213,544,12,Juliana; Kronos; GAStech; Elian
20,0,"Athena Speaks; Haneson Ngohebo; 2014/01/20; ABILA; Kronos; Miriam Avila; GAStech; Mrs. Avila; December 16, 2013; Sten St. George, Jr.; $1.96 billion; international company of drilling and exploration of gas",2.620700597763061,736,72,"Athena Speaks; Haneson Ngohebo; 2014/01/20; ABILA; Kronos; Miriam Avila; GAStech; Mrs. Avila; December 16, 2013; Sten St. George, Jr.; $1.96 billion; international company of drilling and exploration of gas"
20,1,"Kronos; IPO; $327.25 million; $96.25 million; Ingrid Barranco; ADA Campo-Corrente; Orhan Strum; Willem Vasco-PAIS; $38.5 million; Mr. St. George, Jr.; Tethys; GAStech; 5 million cubic meters; Mrs. Avila",4.510090827941895,672,74,"Kronos; IPO; $327.25 million; $96.25 million; Ingrid Barranco; ADA Campo-Corrente; Orhan Strum; Willem Vasco-PAIS; $38.5 million; Mr. St. George, Jr.; Tethys; GAStech; 5 million cubic meters; Mrs. Avila"
21,0,Athena Speaks; GASTECH; 2014/01/20; ABILA; Kronos; 14; GAStech; Tethys; Sten St. George Jr.; Edvard Vann; 6 a.m.,2.291834831237793,713,52,Athena Speaks; GASTECH; 2014/01/20; ABILA; Kronos; 14; GAStech; Tethys; Sten St. George Jr.; Edvard Vann; 6 a.m.
21,1,GAStech; Abila; Kronos; January 20; department of police force of Abila; government of Kronos; department of fire of Abila; international director of safety of GAStech; civils servant of government of Kronos; office of GAStech; 10:00,2.2899534702301025,616,62,GAStech; Abila; Kronos; January 20; department of police force of Abila; government of Kronos; department of fire of Abila; international director of safety of GAStech; civils servant of government of Kronos; office of GAStech; 10:00
22,0,"Athena Speaks; GASTECH; POK; 2009/02/21; ABILA, Kronos; GAStech; Carman of Adrien",1.328864812850952,718,36,"Athena Speaks; GASTECH; POK; 2009/02/21; ABILA, Kronos; GAStech; Carman of Adrien"
22,1,GAStech; Kronos; POK; civils servant of government,0.8140685558319092,617,15,GAStech; Kronos; POK; civils servant of government
23,0,"Athena Speaks; Tomorrow morning; 2014/01/19; ABILA; Kronos; 8 AM; PRESIDENT Sten St George, Jr.; GAStech; Haneson Ngohebo; Blog scene; St. George, Jr.; IPO",1.951967000961304,690,58,"Athena Speaks; Tomorrow morning; 2014/01/19; ABILA; Kronos; 8 AM; PRESIDENT Sten St George, Jr.; GAStech; Haneson Ngohebo; Blog scene; St. George, Jr.; IPO"
24,0,Athena Speaks; ABILA; Kronos; 2009/06/21; Elan Carol; POK; Siopa,1.365785837173462,681,29,Athena Speaks; ABILA; Kronos; 2009/06/21; Elan Carol; POK; Siopa
24,1,Elan Carol; Juliana; Elodis; 1998; Kronos,1.013336181640625,672,17,Elan Carol; Juliana; Elodis; 1998; Kronos
25,0,"Athena Speaks; AIRPORT Of ABILA; 2014/01/20; ABILA; Kronos; Ravi Danisliau; 12:30; Rome, Italy; 14:30",1.6368741989135742,732,46,"Athena Speaks; AIRPORT Of ABILA; 2014/01/20; ABILA; Kronos; Ravi Danisliau; 12:30; Rome, Italy; 14:30"
25,1,Danisliau; Rome; Italy; GAStech - Kronos; GAStech; two planes,1.2593235969543457,604,22,Danisliau; Rome; Italy; GAStech - Kronos; GAStech; two planes
26,0,"Athena Speaks; Elodis; 1997/10/17; ABILA, Kronos; GAStech; Tiskele",1.256864070892334,697,31,"Athena Speaks; Elodis; 1997/10/17; ABILA, Kronos; GAStech; Tiskele"
26,1,Kronos; GAStech; Tiskele; Elodis; international Kronos; government of Kronos,1.1639480590820312,612,24,Kronos; GAStech; Tiskele; Elodis; international Kronos; government of Kronos
27,0,"Athena Speaks; BRONZE ATTACK OF TIME OF DAY BY POK; 2013/12/17; ABILA, Kronos; POK; Carman d' Adrien",1.7780251502990725,704,41,"Athena Speaks; BRONZE ATTACK OF TIME OF DAY BY POK; 2013/12/17; ABILA, Kronos; POK; Carman d' Adrien"
28,0,"Athena Speaks; BLOTTER Of ARREST OF POLICE FORCE OF KRONOS - ABILA; 2011/11/23; AWELON, CYNTHE; 3/20/1981; BLUMIAU, WILLEM; 2/15/1995; HACHISH; BODROGI, CARMIN; 12/1/1993; MDMC; COARDA, SEVE; 5/13/1979; CUSEMA, BRITA; 1/7/1992; DUNNA, THAD; 9/20/1974; GUDENZ, KEL; 7/2/1995; HOLANDE, ANDA; 3/26/1981; KIBALIAU, IYAN; 4/3/1994; MORDECAI, FRANCISCO; 3/17/1971; heroin; PEAIRS, MELSHA; 8/31/1952; SALANIAU, FERDINAND; 2/17/1982; MDMA",8.430778980255127,1106,238,"Athena Speaks; BLOTTER Of ARREST OF POLICE FORCE OF KRONOS - ABILA; 2011/11/23; AWELON, CYNTHE; 3/20/1981; BLUMIAU, WILLEM; 2/15/1995; HACHISH; BODROGI, CARMIN; 12/1/1993; MDMC; COARDA, SEVE; 5/13/1979; CUSEMA, BRITA; 1/7/1992; DUNNA, THAD; 9/20/1974; GUDENZ, KEL; 7/2/1995; HOLANDE, ANDA; 3/26/1981; KIBALIAU, IYAN; 4/3/1994; MORDECAI, FRANCISCO; 3/17/1971; heroin; PEAIRS, MELSHA; 8/31/1952; SALANIAU, FERDINAND; 2/17/1982; MDMA"
29,0,Athena Speaks; VICTOIRE Of CRUMBLING FOR PRESIDENT KAPELOU; 2000/10/04; ABILA; Kronos; President Dorel Kapelou II; Araullo; Former President Luis; October 1; Shine Araullo,2.1851847171783447,687,60,Athena Speaks; VICTOIRE Of CRUMBLING FOR PRESIDENT KAPELOU; 2000/10/04; ABILA; Kronos; President Dorel Kapelou II; Araullo; Former President Luis; October 1; Shine Araullo
30,0,"Athena Speaks; EXPLOSION AND FIRE OF CURVE OF TISKELE; 2000/08/18; ABILA, Kronos; GAStech International; Tiskele; GAStech; Elodis; Sunday",2.265843391418457,731,52,"Athena Speaks; EXPLOSION AND FIRE OF CURVE OF TISKELE; 2000/08/18; ABILA, Kronos; GAStech International; Tiskele; GAStech; Elodis; Sunday"
30,1,GAStech,0.4039604663848877,558,3,GAStech
31,0,"Athena Speaks; 2009/03/14; ABILA; Kronos; Elan Carol; Michale Kraft; Carman d' Adrien; GAStech; Sten St. George, Jr.; THE CHIEF OF STOPPED POK",2.177011728286743,730,56,"Athena Speaks; 2009/03/14; ABILA; Kronos; Elan Carol; Michale Kraft; Carman d' Adrien; GAStech; Sten St. George, Jr.; THE CHIEF OF STOPPED POK"
32,0,Athena Speaks; ELODIS; Kronos; 2005/09/26; GAStech de Kronos; Tiskele; POK; Rufus Drymiau,1.5914278030395508,720,40,Athena Speaks; ELODIS; Kronos; 2005/09/26; GAStech de Kronos; Tiskele; POK; Rufus Drymiau
32,1,GAStech; Elodis; government,0.5554780960083008,593,9,GAStech; Elodis; government
33,0,Athena Speaks; 2010/06/15; Abila; Kronos; Elan Carol; guards of activist of Kronos (POK); June 19; guards of Kronos; government,1.7882306575775146,708,44,Athena Speaks; 2010/06/15; Abila; Kronos; Elan Carol; guards of activist of Kronos (POK); June 19; guards of Kronos; government
33,1,Hagar Awelon; Siopa d' Abila; Kronos; last year,0.9059498310089112,598,17,Hagar Awelon; Siopa d' Abila; Kronos; last year
34,0,Athena Speaks; 2011/05/15; ABILA; Kronos; Middle East; Africa; Europe; guards of Kronos,1.286651849746704,716,31,Athena Speaks; 2011/05/15; ABILA; Kronos; Middle East; Africa; Europe; guards of Kronos
35,0,Athena Speaks; GASTECH; 2014/01/20; ABILA; Kronos; Edvard Vann; Kronos Police; 17:00; POK; Elodis; Abila,1.5600309371948242,747,47,Athena Speaks; GASTECH; 2014/01/20; ABILA; Kronos; Edvard Vann; Kronos Police; 17:00; POK; Elodis; Abila
35,1,GAStech; 14,0.8150081634521484,547,6,GAStech; 14
36,0,Athena Speaks; ACCIDENT OF TRAFFIC CLOSE TO ELODIS; 2007/04/11; ABILA; Kronos; GAStech; Elodis; Rufus Drymiau; Valeria Edris; Celia Edris; Marcellus Edris; armine Edria; hospital of Abila,3.396656036376953,737,71,Athena Speaks; ACCIDENT OF TRAFFIC CLOSE TO ELODIS; 2007/04/11; ABILA; Kronos; GAStech; Elodis; Rufus Drymiau; Valeria Edris; Celia Edris; Marcellus Edris; armine Edria; hospital of Abila
37,0,Athena Speaks; GASTECH; 2014/01/20; ABILA; Kronos; GAStech Kronos; 14; international company gas GAStech,1.3860716819763184,663,39,Athena Speaks; GASTECH; 2014/01/20; ABILA; Kronos; GAStech Kronos; 14; international company gas GAStech
38,0,Athena Speaks; HEALTH FOR ALL THE REPORT/RATIO OF QUESTIONS ABOUT ELODIS; 1998/11/17; ELODIS; Kronos; Water for All (WFA); Elodis; GAStech; Tethys; benzene; xylene; toluene arsenic; barium; chromium; lead; selenium; Kronos; activist of Kronos,3.7160801887512207,736,83,Athena Speaks; HEALTH FOR ALL THE REPORT/RATIO OF QUESTIONS ABOUT ELODIS; 1998/11/17; ELODIS; Kronos; Water for All (WFA); Elodis; GAStech; Tethys; benzene; xylene; toluene arsenic; barium; chromium; lead; selenium; activist of Kronos
39,0,Athena Speaks; PRESIDENT KAPELOU II A ELECTED BY THE MARGIN RECORD; 2010/10/04; ABILA; Kronos; Dorel Kapelou II; Kronesian; President Kapelou II; democratic party of Kronos; 98.7%; Ren Touvi; organization of the businesses; part of the trade unions; 1.0%; democratic party of President de Kronos; 85 seats; General meeting; 13; 2; part of the industrialists of Kronos.,4.632809162139893,713,114,Athena Speaks; PRESIDENT KAPELOU II A ELECTED BY THE MARGIN RECORD; 2010/10/04; ABILA; Kronos; Dorel Kapelou II; Kronesian; President Kapelou II; democratic party of Kronos; 98.7%; Ren Touvi; organization of the businesses; part of the trade unions; 1.0%; democratic party of President de Kronos; 85 seats; General meeting; 13; 2; part of the industrialists of Kronos.
40,0,"Athena Speaks; POK; 2012/03/10; ABILA, Kronos; Vincent Kapelou; President Kapelou; Kronos; Mr. Kapelou",1.9706804752349851,677,41,"Athena Speaks; POK; 2012/03/10; ABILA, Kronos; Vincent Kapelou; President Kapelou; Kronos; Mr. Kapelou"
41,0,Athena Speaks; THE GOVERNMENT ANSWERS ANOTHER ROUND OF THE PROTESTS; 2010/06/21; ABILA; Kronos; POK; police force of Abila; government of Kronos,2.1975460052490234,721,48,Athena Speaks; THE GOVERNMENT ANSWERS ANOTHER ROUND OF THE PROTESTS; 2010/06/21; ABILA; Kronos; POK; police force of Abila; government of Kronos
41,1,police force; plaza,0.5171606540679932,565,5,police force; plaza
42,0,Athena Speaks; POK; 2011/07/29; ABILA; Kronos; Protectors of Kronos; Rufus Drymiau; Siopa; Emilio Haber,2.0800108909606934,747,42,Athena Speaks; POK; 2011/07/29; ABILA; Kronos; Protectors of Kronos; Rufus Drymiau; Siopa; Emilio Haber
42,1,No entities detected.,0.6230208873748779,544,4,No entities detected.
43,0,Athena Speaks; ELODIS; 1997/04/24; Kronos; Abila; Elodis; Tiskele; GAStech International,1.5163466930389404,726,36,Athena Speaks; ELODIS; 1997/04/24; Kronos; Abila; Elodis; Tiskele; GAStech International
43,1,GAStech; government,2.8754191398620605,551,5,GAStech; government
